Name,Age,BloodGroup,loc_ngo,loc_hosp,phnum,ID
Sally Colbert,26,AB+,,hosp0031,(580)449-9057,rc2056
Dianna Agee,3,B-,ngo0030,,(276)997-3889,rc2057
Georgiana Benson,88,A-,ngo0135,,(702)234-8777,rc2058
Pearlie Manns,43,B-,,hosp0164,(985)280-2967,rc2059
Emil Skeen,5,O-,ngo0130,,(832)323-5442,rc2060
Lorena Dawson,66,B+,ngo0109,,(812)605-2678,rc2061
Sabina Faust,92,AB+,ngo0054,,(406)928-4293,rc2062
Astrid Gage,11,O-,ngo0032,,(724)681-3264,rc2063
Barrett Marcotte,18,A-,ngo0034,,(618)226-1688,rc2064
Mara Esquivel,57,B-,,hosp0196,(304)170-2405,rc2065
Treva Mcgough,18,AB+,ngo0015,,(619)229-9848,rc2066
Tonia Deyoung,30,B+,,hosp0046,(614)612-5339,rc2067
Otto Gentry,68,B+,ngo0004,,(567)145-3787,rc2068
Asa Schmidt,77,B+,,hosp0011,(215)976-8030,rc2069
Anthony Mcwilliams,83,B+,ngo0093,,(315)838-9014,rc2070
Pansy Slagle,75,B+,,hosp0126,(785)400-2019,rc2071
Gerald Mcreynolds,61,AB+,ngo0104,,(918)136-4791,rc2072
Clifton Wasson,88,AB+,,hosp0023,(740)171-7707,rc2073
Ollie Jacoby,74,B+,,hosp0070,(831)722-5156,rc2074
Belle Bearden,14,O+,ngo0042,,(479)564-9927,rc2075
Roderick Groce,42,AB-,,hosp0091,(818)691-9546,rc2076
Dario Raymond,41,O+,ngo0079,,(605)509-7372,rc2077
Oliver Espinosa,59,AB+,,hosp0180,(406)765-9852,rc2078
Majorie Howes,79,B-,,hosp0079,(832)152-2714,rc2079
Julius Mcmichael,11,AB+,,hosp0135,(234)132-9762,rc2080
Lon Keister,53,B-,,hosp0035,(904)462-2622,rc2081
Katherine Holley,59,O+,,hosp0142,(571)783-8494,rc2082
Flor Landry,21,AB-,,hosp0140,(563)411-6734,rc2083
Emma Hirsch,28,O+,,hosp0016,(608)981-4566,rc2084
Candace Roussel,67,O-,ngo0092,,(267)572-6587,rc2085
Chrystal Song,23,A-,ngo0066,,(802)353-7473,rc2086
Matilda Ramey,45,A-,,hosp0112,(814)209-3076,rc2087
Lowell Conway,61,B+,ngo0047,,(724)681-5705,rc2088
Laverne Headley,8,AB-,,hosp0098,(956)150-2890,rc2089
Lacy Aquino,64,AB-,ngo0087,,(802)533-6225,rc2090
Faustino Muniz,18,O+,ngo0056,,(810)315-9744,rc2091
Karyn Overstreet,59,O-,ngo0090,,(804)747-5301,rc2092
Ian Wooden,25,B-,ngo0071,,(561)989-6239,rc2093
Filiberto Nickel,52,AB+,,hosp0202,(702)493-9300,rc2094
Matilde Burkhart,23,B-,ngo0035,,(240)343-9474,rc2095
Tessa Colley,57,B-,,hosp0029,(937)515-2740,rc2096
Sidney Kenny,73,O-,ngo0103,,(617)945-2509,rc2097
August Murillo,93,AB-,,hosp0194,(919)337-4213,rc2098
Caren Haines,53,O+,ngo0058,,(813)569-7399,rc2099
Ivette Negron,5,A-,,hosp0173,(217)761-8859,rc2100
Toni Sutter,62,B-,ngo0089,,(228)512-3977,rc2101
Suzanna Cho,54,A+,,hosp0179,(307)830-6775,rc2102
Terrence Heflin,52,O-,ngo0121,,(925)919-3190,rc2103
Esmeralda Tyner,96,A-,,hosp0175,(949)435-1963,rc2104
Morton Bagley,61,A+,ngo0046,,(269)520-5640,rc2105
Elva Connelly,19,O+,ngo0126,,(419)896-3007,rc2106
Prince Enright,65,O+,ngo0111,,(323)767-5598,rc2107
Ernesto Drake,79,A-,ngo0105,,(959)169-7555,rc2108
Emanuel Gaskin,21,A+,,hosp0101,(678)280-3299,rc2109
Ralph Garrett,2,O-,ngo0050,,(714)938-7261,rc2110
Birdie Chamberlin,1,A+,ngo0130,,(248)476-5134,rc2111
Lester Tong,72,O-,ngo0005,,(703)927-6864,rc2112
Garfield Galarza,59,B-,ngo0011,,(765)388-5603,rc2113
Eloisa Wooldridge,81,AB-,,hosp0108,(412)720-7726,rc2114
Wilda Gerber,61,O+,,hosp0156,(832)186-6305,rc2115
Lamar Shipp,16,O+,,hosp0014,(980)944-2593,rc2116
Robt Hamel,43,AB+,ngo0050,,(878)202-5183,rc2117
Samual Folsom,59,B-,ngo0027,,(775)132-9074,rc2118
Manuel Brennan,60,AB+,,hosp0006,(417)213-3061,rc2119
Keenan Fulmer,22,B+,,hosp0103,(865)735-1301,rc2120
Frieda Justice,90,O+,ngo0002,,(702)761-6333,rc2121
Benton Heyward,61,B-,ngo0027,,(337)738-7393,rc2122
Dominique Boren,27,B+,,hosp0204,(314)415-1570,rc2123
Garfield Frantz,79,A+,,hosp0011,(607)597-7338,rc2124
Claudette Eaton,19,A-,ngo0046,,(479)829-2064,rc2125
Cordelia Willard,80,O+,,hosp0199,(501)732-4628,rc2126
Ida Bernhardt,93,O-,ngo0032,,(207)577-1696,rc2127
Misti Troy,10,O+,ngo0085,,(802)717-7152,rc2128
Delmer New,78,O+,,hosp0043,(207)321-8060,rc2129
Caroline Doolittle,80,A-,,hosp0049,(641)831-3853,rc2130
Jan Burge,93,B+,ngo0003,,(251)183-4977,rc2131
Tiffany Hartwell,65,A+,,hosp0053,(518)891-8041,rc2132
Abdul Lloyd,98,A+,ngo0100,,(605)996-1469,rc2133
Angelia Fish,69,A-,,hosp0081,(412)143-9300,rc2134
Cyril Singh,93,AB+,ngo0119,,(804)170-2593,rc2135
Renaldo Hein,70,O-,,hosp0004,(419)943-1131,rc2136
Jerri Easterling,44,AB+,,hosp0157,(469)598-5189,rc2137
Gerry Craft,1,A+,ngo0111,,(616)209-8824,rc2138
Belva Paredes,10,A+,,hosp0085,(913)140-6457,rc2139
Charline Cronin,95,O-,,hosp0172,(256)191-6871,rc2140
Cara Rosenbaum,9,B-,ngo0008,,(813)152-2747,rc2141
Nereida Burdette,77,O+,,hosp0190,(802)668-7858,rc2142
Rebekah Boss,86,O+,,hosp0178,(445)870-3889,rc2143
Landon Mcgrew,54,O+,,hosp0053,(714)709-3997,rc2144
Rhett Mattos,1,O+,,hosp0034,(234)671-8216,rc2145
Major Shannon,43,A-,,hosp0134,(712)458-5506,rc2146
Rena Jaynes,19,A-,,hosp0197,(252)221-2953,rc2147
Myrna Lofton,76,B+,,hosp0001,(361)963-7501,rc2148
Damon Salley,76,AB-,ngo0127,,(831)563-3547,rc2149
Arron Song,49,O+,ngo0044,,(406)858-1862,rc2150
Angela Mcghee,46,AB-,,hosp0094,(610)572-9460,rc2151
Frieda Mcmahon,83,AB-,ngo0045,,(903)993-9152,rc2152
Jeremy Perkins,92,AB+,ngo0055,,(910)271-7350,rc2153
Therese Kinard,51,A+,ngo0049,,(351)871-6046,rc2154
Jacob Sutter,75,O-,ngo0034,,(580)448-3607,rc2155
Octavio Prentice,93,O+,ngo0047,,(907)415-3662,rc2156
Fatima Lafferty,58,O-,,hosp0020,(314)823-8754,rc2157
Cheri Foote,86,B-,ngo0040,,(804)179-4703,rc2158
Philip Seymour,53,O-,ngo0110,,(405)185-2498,rc2159
Catrina Sellers,67,A+,,hosp0044,(706)461-3555,rc2160
Jeanine Kinder,93,O+,,hosp0103,(445)450-2222,rc2161
Marina Oconner,57,AB-,ngo0005,,(479)326-3930,rc2162
Marissa Sherman,42,B+,ngo0005,,(218)369-8702,rc2163
Myrtis Gibbs,0,A-,ngo0029,,(307)849-2548,rc2164
Blanche Cormier,66,A-,ngo0094,,(947)222-2929,rc2165
Milagros Vela,13,A+,,hosp0096,(347)426-3553,rc2166
Reinaldo Ritchey,51,O-,ngo0130,,(276)349-2260,rc2167
Marilynn Lemaster,87,AB-,,hosp0002,(605)179-4769,rc2168
Wade Gallardo,70,B+,,hosp0132,(763)157-8959,rc2169
Lorna Damon,74,B+,ngo0073,,(205)381-9277,rc2170
Bella Chin,5,O-,ngo0096,,(518)472-3904,rc2171
Vivian Baer,37,B+,ngo0084,,(319)419-5219,rc2172
Noreen Knoll,73,A-,ngo0132,,(713)511-2307,rc2173
Rosalee Atkinson,89,B+,ngo0091,,(818)796-4916,rc2174
Garfield Hoyle,91,A-,ngo0098,,(785)976-2199,rc2175
Elise Mintz,24,B-,,hosp0115,(207)624-3745,rc2176
Haydee Oswalt,73,A-,,hosp0175,(913)740-8852,rc2177
Dinah Garza,37,B-,ngo0009,,(651)839-2116,rc2178
Stefanie Koonce,41,O+,,hosp0148,(912)225-2088,rc2179
Quinton Valadez,30,AB-,,hosp0095,(631)722-3003,rc2180
Hong Walsh,65,A+,ngo0036,,(835)785-5592,rc2181
Terry Ho,34,O+,,hosp0038,(605)872-8798,rc2182
Ray Morgan,72,A+,,hosp0126,(952)503-2162,rc2183
Sonia Hay,43,AB-,,hosp0122,(330)585-6931,rc2184
Emory Levin,76,O-,,hosp0087,(304)579-8604,rc2185
Abdul Mcgovern,63,AB-,,hosp0024,(954)794-4684,rc2186
Debrah Sperry,65,AB-,,hosp0153,(336)566-6702,rc2187
Gabriela Weems,49,AB-,,hosp0048,(859)349-6987,rc2188
Noble Dent,85,AB-,,hosp0134,(270)643-3084,rc2189
Santa Fahey,5,B+,,hosp0151,(970)221-2303,rc2190
Elizebeth Sauer,60,B-,,hosp0185,(608)147-9536,rc2191
Gilberto Berlin,76,O-,ngo0046,,(610)258-3446,rc2192
Seymour Burt,35,A-,,hosp0024,(219)737-9999,rc2193
Winfred Mejia,25,B+,,hosp0068,(319)705-2003,rc2194
Jude Phillip,54,A-,ngo0018,,(207)387-9613,rc2195
Dong Dawson,84,AB+,ngo0099,,(603)407-3463,rc2196
Burl Brenner,48,B+,,hosp0184,(952)856-8243,rc2197
Otto Griffin,37,AB+,ngo0053,,(202)482-1938,rc2198
Sandy Breland,64,A+,,hosp0181,(202)682-5624,rc2199
Maryjane Friday,93,AB+,ngo0031,,(319)896-8571,rc2200
Michelle Graves,54,AB-,ngo0034,,(217)990-5330,rc2201
Milton Stubblefield,30,B+,,hosp0052,(470)210-7039,rc2202
Linnie Mcdonald,56,AB-,,hosp0025,(406)114-2583,rc2203
Orville Jeffrey,26,B+,ngo0052,,(706)461-9954,rc2204
Jesse Batchelor,18,AB+,,hosp0209,(802)823-5702,rc2205
Bennie Arrington,13,A+,ngo0047,,(585)705-9157,rc2206
Dylan Desantis,26,O-,,hosp0135,(835)844-3897,rc2207
Claudine Casey,44,A-,ngo0046,,(208)837-4457,rc2208
Carol Conklin,92,AB-,,hosp0156,(323)481-3440,rc2209
Lenard Foy,45,AB+,ngo0005,,(818)955-2545,rc2210
Theresa Windham,54,AB+,ngo0122,,(580)197-8749,rc2211
Alyssa Sigmon,42,AB-,ngo0058,,(352)625-1557,rc2212
Raquel Hess,45,A+,ngo0104,,(318)630-7840,rc2213
Mary Large,67,O-,,hosp0128,(903)686-8623,rc2214
Jame Moser,34,AB-,ngo0133,,(814)651-3117,rc2215
Belva Bounds,74,AB-,ngo0028,,(502)709-9549,rc2216
Lila Barbour,1,AB+,,hosp0149,(270)949-7596,rc2217
Gavin Christenson,64,B-,,hosp0123,(248)631-5556,rc2218
Jaqueline Bartlett,92,A+,ngo0033,,(252)697-1464,rc2219
Robyn Groves,48,O-,ngo0058,,(314)425-1721,rc2220
Shane Caskey,59,A+,,hosp0153,(804)293-5805,rc2221
Jonathon Hoskins,16,AB+,,hosp0066,(316)836-7496,rc2222
Gertrude Nutt,74,B-,ngo0071,,(810)386-8824,rc2223
Scarlett Healey,66,AB+,ngo0045,,(959)794-5144,rc2224
Rory Tejada,31,A+,,hosp0114,(435)952-8826,rc2225
Jude Flowers,22,O+,ngo0075,,(434)122-6434,rc2226
Zachariah Blackwood,41,AB+,ngo0070,,(269)401-6651,rc2227
Jean Tuttle,14,AB-,ngo0050,,(701)141-1190,rc2228
Larry Brookins,35,O+,,hosp0080,(878)720-1560,rc2229
Wilhelmina Mays,27,B-,,hosp0122,(513)350-7213,rc2230
Loraine Grisham,68,AB+,,hosp0142,(702)738-2402,rc2231
Alvaro Allen,41,AB-,,hosp0110,(828)428-4313,rc2232
Nicholas Bowler,64,O+,,hosp0091,(682)882-4743,rc2233
Nelson Sims,26,O-,ngo0025,,(802)348-5618,rc2234
Refugio Stevens,40,AB+,ngo0104,,(918)503-2382,rc2235
Chantel Storm,11,AB-,,hosp0003,(256)792-6902,rc2236
Cherie Freed,4,O-,ngo0013,,(940)292-1613,rc2237
Shannon Hedges,42,O+,ngo0073,,(469)683-8538,rc2238
Orval Beasley,71,B+,ngo0012,,(208)446-1838,rc2239
Olga Lord,24,A+,ngo0090,,(234)801-8887,rc2240
Rayford Villalobos,44,B-,ngo0122,,(757)305-7312,rc2241
Tyree Harder,60,O+,ngo0076,,(773)354-3008,rc2242
Megan Fry,9,B+,ngo0126,,(213)172-3689,rc2243
Arden Randolph,10,O-,ngo0074,,(207)984-6520,rc2244
Jacinto Marx,70,A-,,hosp0105,(605)306-8953,rc2245
Odis Chapin,71,AB-,ngo0117,,(336)984-5000,rc2246
Virgina Farrow,95,B-,,hosp0053,(785)878-5604,rc2247
Cliff Langlois,8,O-,ngo0058,,(650)166-2789,rc2248
Charlie Spellman,28,O+,,hosp0073,(337)764-4666,rc2249
Lino Gunther,58,AB-,ngo0098,,(334)268-9422,rc2250
Howard Dunlap,24,O+,,hosp0178,(781)538-6798,rc2251
Tamara Grogan,6,AB+,,hosp0065,(618)212-7239,rc2252
Queen Good,90,AB+,ngo0026,,(573)801-4462,rc2253
Chloe Stuckey,25,O+,,hosp0012,(218)194-3004,rc2254
Megan Kimball,83,O-,,hosp0150,(678)824-2900,rc2255
Ellen Blanchette,66,AB-,,hosp0126,(812)342-4858,rc2256
Alfred Santiago,69,B-,ngo0082,,(530)146-7251,rc2257
Dusty Franco,58,A-,ngo0086,,(848)130-8849,rc2258
Wanda Lauer,65,O-,ngo0093,,(904)678-4671,rc2259
Ray Francois,82,O-,ngo0025,,(207)794-6456,rc2260
Mariann Cavazos,30,B+,,hosp0140,(312)504-1581,rc2261
Zella Epperson,31,A+,,hosp0030,(502)181-4557,rc2262
Nathanial Begley,5,B-,,hosp0026,(619)610-5714,rc2263
Elise Strand,11,B-,ngo0033,,(701)748-1838,rc2264
Hugo Schroeder,55,A-,ngo0053,,(304)280-4750,rc2265
Cristobal Barnhill,67,AB+,,hosp0184,(505)240-8808,rc2266
Lenora Huerta,67,AB-,ngo0002,,(651)738-5416,rc2267
Bryce Farris,4,O-,,hosp0199,(405)466-3295,rc2268
Antonia Mcclain,21,A+,,hosp0201,(564)656-9981,rc2269
Trinidad Mccaffrey,89,O+,ngo0071,,(956)483-3662,rc2270
Thaddeus Rudolph,54,O-,ngo0077,,(567)608-9448,rc2271
Jessie Mendez,44,B+,,hosp0092,(202)670-6782,rc2272
Bethany Bruner,29,O+,ngo0086,,(530)600-7760,rc2273
Junior Alford,35,AB-,,hosp0137,(916)696-9588,rc2274
Rosalinda Mosley,36,O-,,hosp0163,(334)151-7054,rc2275
Ed Sykes,62,AB-,ngo0116,,(805)458-3279,rc2276
Donna Word,64,A-,,hosp0077,(502)778-6992,rc2277
Easter Oliva,1,A-,ngo0030,,(863)705-6669,rc2278
Danilo Uribe,92,O-,,hosp0048,(440)358-4236,rc2279
Alda Necaise,68,B+,ngo0004,,(404)390-2708,rc2280
Lacy Burk,27,O-,,hosp0203,(808)993-5607,rc2281
Gaye Sykes,77,B+,ngo0107,,(734)475-6442,rc2282
Rachelle Cooney,80,O+,,hosp0079,(317)475-9515,rc2283
Marcos Odum,12,A-,ngo0105,,(940)714-2668,rc2284
Noelle Barbour,2,O-,,hosp0103,(636)248-2087,rc2285
Cleveland Street,68,AB-,ngo0098,,(229)401-8962,rc2286
Elma Haugen,80,A+,,hosp0003,(717)375-4990,rc2287
Pearlie Smyth,38,AB+,,hosp0099,(315)387-5185,rc2288
Gregg Schramm,25,AB+,,hosp0168,(646)803-2201,rc2289
Ebony Lay,75,O+,,hosp0129,(580)373-9501,rc2290
Zenaida Britt,11,B+,,hosp0011,(571)811-1768,rc2291
Adam Rea,26,O+,,hosp0184,(907)504-5351,rc2292
Oswaldo Whalen,26,A+,,hosp0020,(316)274-1370,rc2293
Edison Truong,55,AB+,ngo0083,,(718)770-3670,rc2294
Gerry Caraway,58,B-,,hosp0083,(949)557-3705,rc2295
Misti Philips,74,AB-,ngo0065,,(770)422-3793,rc2296
Dexter Beach,12,AB+,,hosp0161,(351)868-5368,rc2297
Bryon Amos,26,A+,,hosp0130,(802)761-5277,rc2298
Cedrick Larson,85,AB-,,hosp0039,(701)801-2220,rc2299
Rod Earley,2,B-,ngo0084,,(970)302-2256,rc2300
Noel Gamboa,96,A+,ngo0052,,(304)279-7548,rc2301
Rita Cruse,21,O-,,hosp0053,(557)474-4671,rc2302
Joel Herman,30,B-,,hosp0134,(319)920-4252,rc2303
Christen Brinkley,61,O+,,hosp0113,(641)676-5199,rc2304
Marge Vickery,33,AB+,ngo0020,,(213)935-3505,rc2305
Mohammed Najera,27,A-,ngo0073,,(210)756-3206,rc2306
Alana Shumaker,91,A-,ngo0064,,(918)674-8009,rc2307
Cecilia Kovach,48,AB-,ngo0004,,(713)225-4261,rc2308
Krystal Burbank,42,AB+,ngo0097,,(207)157-5288,rc2309
Charlie Sander,5,B+,ngo0016,,(339)310-6100,rc2310
Crystal Sun,62,AB+,ngo0133,,(810)264-5085,rc2311
Cletus Meier,90,AB-,ngo0072,,(858)210-9128,rc2312
Tiara Bordelon,22,A+,,hosp0003,(484)991-4031,rc2313
Rudy Fulton,74,B-,,hosp0182,(636)509-7527,rc2314
Silvia Giordano,62,O-,ngo0075,,(614)796-1953,rc2315
Jaime Yeager,61,B-,ngo0116,,(504)761-6871,rc2316
Maria Hawks,32,A+,,hosp0198,(316)847-2947,rc2317
Jordan Gilliland,0,AB+,ngo0063,,(574)250-4852,rc2318
Karrie Akins,25,O+,,hosp0096,(812)529-4301,rc2319
Dion Beers,28,B+,,hosp0088,(605)871-7213,rc2320
Adrian Prescott,10,O-,ngo0005,,(304)231-9112,rc2321
Terrence Stoner,36,O+,ngo0038,,(502)117-4086,rc2322
Ivan Brent,16,A+,ngo0039,,(225)524-6735,rc2323
Johnson Correa,63,A-,ngo0044,,(609)873-8097,rc2324
Alexis Barkley,22,AB+,ngo0055,,(701)391-3009,rc2325
Abdul Pauley,25,AB+,,hosp0122,(786)949-3050,rc2326
Laquita Pedigo,12,O-,ngo0116,,(863)201-1362,rc2327
Roman Holden,99,A-,,hosp0157,(580)193-5455,rc2328
Debrah Friend,75,A+,,hosp0092,(650)549-8728,rc2329
Judy Webb,51,A-,ngo0087,,(360)538-9065,rc2330
Olen Najera,16,B+,,hosp0133,(878)696-3241,rc2331
Britney Bauman,71,AB-,ngo0102,,(920)402-3348,rc2332
Tyrone Summers,38,A-,ngo0126,,(936)670-3419,rc2333
Hattie Payton,98,B+,ngo0021,,(925)470-4384,rc2334
Ismael Staten,18,B+,,hosp0037,(347)595-1308,rc2335
Otha Alston,47,O+,ngo0029,,(217)201-4003,rc2336
Barbra Binder,66,O+,,hosp0106,(281)236-7176,rc2337
Freddy New,4,O+,ngo0089,,(740)735-9926,rc2338
Ricardo Thames,73,AB-,ngo0010,,(614)194-7714,rc2339
Irving Oswalt,49,O+,,hosp0012,(317)663-4199,rc2340
Sammy Chau,40,AB-,ngo0021,,(931)421-2956,rc2341
Scarlett Pence,44,AB-,,hosp0139,(845)867-9051,rc2342
Jan Clapp,50,A-,ngo0042,,(507)392-8555,rc2343
Jessie Goulet,70,AB+,ngo0045,,(281)788-4758,rc2344
Haydee Moreland,25,AB+,,hosp0152,(401)377-6142,rc2345
Shawn Windham,97,A+,,hosp0148,(936)428-7688,rc2346
Shanon Mulligan,24,A+,,hosp0047,(706)233-6373,rc2347
Curt Hoppe,63,AB+,ngo0048,,(512)469-8962,rc2348
Tracey Large,47,AB+,ngo0067,,(215)183-3564,rc2349
Richard Weir,89,O+,,hosp0082,(205)808-3527,rc2350
Eric Slone,94,AB-,,hosp0169,(479)247-3942,rc2351
Rosalie Mattos,37,O-,ngo0128,,(989)551-8625,rc2352
Cedrick Epstein,52,O-,ngo0096,,(975)210-9772,rc2353
Hosea Lemons,81,A-,ngo0062,,(915)860-4986,rc2354
Rosendo Hardesty,59,B+,,hosp0206,(620)739-2673,rc2355
Ina Flanagan,79,AB+,,hosp0175,(571)376-6370,rc2356
Lorie Mathis,29,AB-,,hosp0042,(414)944-3376,rc2357
Garrett Shanahan,4,A+,ngo0070,,(479)241-6109,rc2358
Abram Christiansen,15,B+,,hosp0189,(631)374-8304,rc2359
Dion Burrow,58,O-,,hosp0023,(646)439-1174,rc2360
Daniel Branch,40,O-,ngo0135,,(585)156-3869,rc2361
Henrietta Tapia,66,AB-,,hosp0030,(445)851-5252,rc2362
Donte Bender,15,B+,ngo0035,,(319)713-8288,rc2363
Fabian Brunner,93,AB+,ngo0045,,(561)869-3541,rc2364
Felicia Briones,80,O+,,hosp0105,(530)629-7709,rc2365
Lillie Guillory,0,AB-,,hosp0141,(347)333-6447,rc2366
Christen Wolcott,1,AB+,,hosp0007,(936)734-3600,rc2367
Earl Thorton,47,B-,,hosp0006,(909)472-7940,rc2368
Leila Brogan,76,AB-,ngo0125,,(409)764-7217,rc2369
Cletus Amaya,36,A-,ngo0015,,(504)342-9861,rc2370
Adell Shank,62,O-,ngo0097,,(660)514-6189,rc2371
Janet Yancey,58,O-,ngo0135,,(305)992-3557,rc2372
Rayford Owens,1,AB-,ngo0104,,(701)579-4183,rc2373
Brock Ellison,29,B+,ngo0078,,(570)849-4747,rc2374
Stefanie Westbrook,71,AB-,,hosp0157,(401)481-8207,rc2375
Noreen Bobo,14,B+,,hosp0114,(207)831-7692,rc2376
Augusta Thiel,26,O-,ngo0037,,(802)206-1725,rc2377
Ina Hairston,71,B+,,hosp0041,(313)485-1875,rc2378
Luis Devries,45,B+,ngo0095,,(718)450-5714,rc2379
Cathie Gearhart,25,AB+,ngo0081,,(207)792-8634,rc2380
Duane Villareal,66,O+,,hosp0039,(541)421-4346,rc2381
Anna Guevara,55,AB+,ngo0074,,(501)828-3561,rc2382
Ester Sturgill,79,O-,,hosp0203,(702)452-8989,rc2383
Josefa Rosa,95,AB-,,hosp0098,(573)876-6098,rc2384
Jerrold Crowley,27,B+,,hosp0043,(505)219-4995,rc2385
Douglas Mull,79,B+,ngo0074,,(434)953-2710,rc2386
Marco Hebert,59,O+,ngo0077,,(760)988-9068,rc2387
Jefferson Gross,99,O+,ngo0040,,(619)191-7595,rc2388
Gordon Dallas,71,AB+,ngo0105,,(401)470-7857,rc2389
Blanca Burden,63,AB-,ngo0004,,(605)251-3626,rc2390
Wendi Charlton,36,B+,,hosp0176,(608)136-2467,rc2391
Nilda Guyton,9,AB-,,hosp0192,(919)781-1243,rc2392
Ginny Burkholder,23,AB+,ngo0097,,(276)414-6859,rc2393
Fausto Kirk,25,O+,,hosp0035,(641)839-9521,rc2394
Keenan Regan,2,B-,,hosp0056,(774)872-9253,rc2395
Rowena Headley,2,A-,,hosp0090,(217)477-7631,rc2396
Cody Grant,73,O-,,hosp0016,(303)524-9189,rc2397
Sheena Keenan,63,O-,ngo0036,,(580)781-7520,rc2398
Hank Griswold,29,O-,,hosp0038,(227)742-1695,rc2399
Jared Serna,85,O+,ngo0120,,(913)883-2976,rc2400
Sunny Blackmon,39,O+,,hosp0076,(513)152-4164,rc2401
Ira Mata,72,A-,ngo0098,,(614)328-4281,rc2402
Bonita Culp,58,A+,ngo0020,,(517)583-3940,rc2403
Edmond Rapp,47,A+,,hosp0039,(515)939-7385,rc2404
Catharine Fanning,70,A+,,hosp0110,(770)982-6360,rc2405
Dante Gragg,34,AB+,ngo0056,,(316)316-7191,rc2406
Mauro Alaniz,3,O-,ngo0120,,(907)343-2254,rc2407
Nicky Middleton,16,A-,,hosp0021,(947)409-5489,rc2408
Jay Sammons,45,O-,ngo0013,,(985)487-3135,rc2409
Christi Cain,81,AB-,,hosp0072,(770)155-7895,rc2410
Floyd Medeiros,94,A+,ngo0121,,(212)367-2901,rc2411
Lacey Poore,79,O-,ngo0010,,(219)264-5429,rc2412
Arturo Fortney,32,B-,ngo0130,,(530)553-6801,rc2413
Grady Coons,30,O+,,hosp0191,(440)739-7070,rc2414
Ralph Fite,27,A-,,hosp0105,(937)412-2879,rc2415
Celestine Humes,56,A-,ngo0088,,(417)269-6866,rc2416
Rodrigo Corral,82,A-,ngo0113,,(541)765-3403,rc2417
Refugio Whittington,76,AB-,ngo0020,,(704)953-9637,rc2418
Jesus Damon,38,A+,ngo0061,,(724)466-9176,rc2419
Twyla Oliva,63,B+,,hosp0160,(775)333-6834,rc2420
Casandra Drury,6,A+,,hosp0171,(606)515-2589,rc2421
Gertrude Herbert,25,AB+,,hosp0095,(518)584-6392,rc2422
Jackie Seymore,3,O+,,hosp0018,(620)815-3328,rc2423
Eddy Tafoya,26,A+,,hosp0110,(830)715-6790,rc2424
Oleta Gault,30,O+,ngo0133,,(310)562-4940,rc2425
Luz Juarez,57,AB+,,hosp0049,(608)444-8299,rc2426
Robert Reedy,79,B-,,hosp0071,(409)743-4732,rc2427
Earl Caldwell,21,AB-,ngo0070,,(857)588-7013,rc2428
Leopoldo Judge,85,O-,,hosp0171,(810)652-5920,rc2429
Jacinto Harbin,18,B+,ngo0031,,(319)590-7038,rc2430
Birdie Bowler,14,B-,ngo0031,,(229)353-2845,rc2431
Scot Landry,61,AB-,,hosp0197,(214)165-7582,rc2432
Corey Hargett,7,AB-,,hosp0138,(352)232-7634,rc2433
Jame Salter,73,A+,ngo0125,,(708)406-8454,rc2434
Yvette Gatewood,62,O+,,hosp0137,(580)669-9869,rc2435
Curtis Yamamoto,28,O+,,hosp0143,(858)333-4874,rc2436
Rogelio Bohn,12,AB-,,hosp0012,(309)487-7744,rc2437
Ina Cazares,47,B-,ngo0117,,(408)566-9547,rc2438
Darnell Lightner,5,O+,,hosp0135,(201)581-5531,rc2439
Margie Mays,54,A-,ngo0093,,(707)821-4349,rc2440
Jarvis Cameron,45,B+,,hosp0203,(620)904-5949,rc2441
Billy Watters,82,AB-,ngo0030,,(361)425-9081,rc2442
Guadalupe Bacon,68,AB+,,hosp0022,(973)370-3310,rc2443
Louise Christ,1,B+,,hosp0069,(979)602-2797,rc2444
Adeline Snyder,88,AB-,ngo0062,,(283)738-9511,rc2445
Carrol Robb,54,AB+,ngo0038,,(801)918-5131,rc2446
Tommie Breeden,55,O-,ngo0060,,(916)749-3315,rc2447
Clemente Sterling,25,O+,ngo0009,,(704)187-3385,rc2448
Elyse Cate,41,A+,ngo0056,,(763)770-7548,rc2449
Nicki Boettcher,6,AB+,,hosp0197,(718)800-9671,rc2450
Vada Beals,16,B-,,hosp0114,(310)127-2771,rc2451
Alex Otis,85,AB+,ngo0067,,(505)764-5095,rc2452
Debby Vasquez,99,A+,ngo0114,,(334)661-8631,rc2453
Maggie Haley,57,O+,ngo0047,,(651)261-4774,rc2454
Margret Hooper,2,B-,,hosp0156,(305)511-4435,rc2455
Hilda Mintz,15,A-,ngo0079,,(405)767-7928,rc2456
Latasha Gallagher,10,O-,ngo0088,,(727)295-9602,rc2457
Manuela Platt,87,B+,ngo0087,,(610)740-7062,rc2458
Rueben Cullen,80,AB-,,hosp0130,(703)636-5384,rc2459
Elbert Ragland,75,AB-,ngo0093,,(928)177-6778,rc2460
Eula Bauer,72,AB+,,hosp0120,(603)338-5050,rc2461
Dottie Nunes,83,A-,,hosp0050,(636)620-9015,rc2462
Warner Silvia,37,AB+,,hosp0047,(631)523-8336,rc2463
Nita Snowden,39,O-,,hosp0053,(920)537-7126,rc2464
Vince Mcdermott,71,B-,ngo0042,,(415)150-5834,rc2465
Leigh Shearer,55,B-,,hosp0013,(612)453-8178,rc2466
